Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,579,164,43839.7,55926.4,2004.1,2005.2,2006.2,2006.1,1859.9,2509.1,2151.9,2168.5,151.0,194.5,276.4,275.7,20.0,25.2,23.0,23.1,5864.7,5600.4,264.3,453958.2,433569.6,20388.6,462674.2,441894.2,20780.1
Bulk carrier,323,295,18270.6,30840.2,2007.9,2008.1,2008.9,2008.8,2046.1,2287.5,2183.3,2177.4,206.0,270.4,408.0,409.0,76.0,152.4,127.2,127.9,1764.7,1600.1,164.5,136473.8,123807.7,12666.1,139094.1,126184.8,12909.3
Refrigerated bulk,226,72,2229.8,2543.3,1996.1,1991.6,2000.9,2000.6,1116.3,1319.2,1472.1,1471.2,71.0,156.4,244.9,246.8,48.5,101.0,69.6,71.8,1407.1,1105.2,301.9,106947.2,84268.7,22678.5,109000.6,85886.6,23113.9
General cargo,221,120,4194.2,5841.0,2000.8,2005.4,2004.7,2004.6,1137.8,1916.1,1824.4,1788.8,144.0,205.1,364.0,361.3,53.0,71.6,76.3,78.3,767.8,690.2,77.6,58965.1,53133.8,5831.3,60097.3,54154.0,5943.3
Miscellaneous - fishing,131,66,1290.4,1176.0,1990.5,1991.2,1992.9,1993.2,4308.8,6998.6,6249.9,6320.7,528.0,811.0,1507.2,1462.7,71.0,274.1,509.9,551.8,637.2,536.3,101.0,47889.9,40307.9,7582.0,48809.4,41081.8,7727.6
Chemical tanker,126,100,3319.2,5421.1,2006.9,2007.9,2007.7,2007.7,917.6,1582.0,1719.0,1746.2,114.0,208.8,425.2,430.0,33.5,59.3,81.3,80.8,703.9,584.5,119.4,54177.7,45091.7,9085.9,55217.9,45957.5,9260.4
Ro-Ro,102,20,7545.1,3435.9,2012.2,2008.6,2012.6,2012.4,453.1,1444.3,1282.4,1272.6,31.0,108.2,202.9,201.6,17.5,46.4,30.7,32.4,577.3,534.4,43.0,44568.1,41277.6,3290.6,45423.8,42070.1,3353.8
Oil tanker,96,55,11788.7,22083.7,2009.3,2008.8,2009.9,2009.9,926.7,2643.9,2940.8,2987.8,147.5,349.9,624.2,627.4,36.0,50.7,46.8,46.6,1201.3,1042.0,159.2,92815.2,80620.0,12195.2,94597.3,82167.9,12429.3
Vehicle,80,42,8036.0,2694.6,2005.6,2007.1,2007.1,2007.2,785.2,2619.1,1795.1,1704.6,55.5,184.6,305.9,300.5,12.0,25.5,39.4,38.6,456.8,439.4,17.4,35360.0,34017.2,1342.8,36038.9,34670.3,1368.6
Liquefied gas tanker,50,16,1245.2,1359.1,2012.5,2010.9,2014.0,2013.9,520.3,1000.2,989.5,972.1,86.0,192.3,234.3,238.6,42.5,112.2,61.2,63.5,200.3,154.9,45.3,15162.4,11752.0,3410.5,15453.6,11977.6,3475.9
Offshore,42,32,342.9,287.6,2002.0,2004.6,2007.8,2006.5,1156.3,2829.6,2039.6,1723.1,223.0,706.1,2889.4,3064.0,94.5,260.8,83.1,100.4,200.7,165.5,35.1,15090.0,12451.6,2638.4,15379.7,12690.7,2689.0
Service - tug,37,27,140.9,110.8,2005.3,2005.9,2011.5,2010.8,967.1,2187.4,1820.6,1551.6,143.0,550.0,756.4,683.3,84.0,213.0,131.3,153.0,116.3,108.4,7.9,8791.5,8201.8,589.7,8960.3,8359.3,601.0
Service - other,18,11,434.8,206.6,2009.9,2006.9,2008.6,2006.3,2152.0,3162.9,3114.4,2857.6,233.0,298.6,326.8,424.3,257.0,714.8,1060.7,864.4,105.9,73.8,32.1,8038.3,5607.9,2430.4,8192.7,5715.6,2477.1
Cruise,3,2,24.6,2.4,2001.3,2005.0,2002.1,2002.9,163.8,310.6,275.7,264.7,16.0,21.8,30.8,29.6,11.0,14.8,20.1,19.6,8.2,6.2,2.0,637.6,481.4,156.2,649.9,490.7,159.2
Ferry-pax only,2,1,0.4,0.1,1983.0,1983.0,1983.0,1983.0,410.5,410.5,410.5,410.5,49.0,49.0,49.0,49.0,175.0,175.0,172.4,172.4,0.8,0.2,0.6,58.9,14.1,44.8,60.0,14.4,45.6
