Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,1721,46,3228.4,5353.9,2002.8,2005.2,2002.5,2002.4,136.8,299.6,271.5,280.4,14.0,85.1,584.3,652.6,25.0,58.7,72.7,71.2,2336.4,952.2,1384.2,178473.0,72772.7,105700.3,181899.6,74169.9,107729.7
Cruise,1647,33,492.9,190.6,1997.6,1997.7,1997.7,1998.0,157.7,182.3,202.5,219.8,36.0,37.6,63.3,88.3,17.0,17.2,38.7,43.4,1675.0,996.5,678.5,125858.7,74897.6,50961.1,128275.2,76335.7,51939.5
Chemical tanker,634,68,1151.9,1843.8,1996.8,2008.5,2003.7,2003.6,128.9,174.6,230.3,228.5,13.0,24.6,92.1,92.5,27.0,73.7,76.9,76.8,623.5,289.1,334.4,47666.4,22134.5,25532.0,48581.6,22559.5,26022.2
Ferry-pax only,410,5,129.0,25.6,1988.3,1986.2,1972.7,1971.6,148.7,155.4,203.1,205.4,32.0,34.8,56.3,55.3,13.0,151.8,59.7,71.8,118.6,76.5,42.1,8907.3,5745.8,3161.5,9078.3,5856.1,3222.2
Container,404,73,6501.3,7554.6,2003.0,2005.7,1998.9,1998.8,117.4,285.8,492.9,490.3,13.0,27.5,119.4,119.0,19.0,26.5,26.4,26.6,1152.7,1003.3,149.3,88990.6,77508.4,11482.2,90699.2,78996.6,11702.6
Refrigerated bulk,127,49,157.5,173.3,1997.3,1996.1,1998.1,1997.8,109.8,129.2,112.0,112.3,11.0,23.7,22.5,22.8,25.0,73.4,54.7,54.6,271.0,84.3,186.6,20393.8,6378.0,14015.8,20785.4,6500.4,14284.9
General cargo,120,16,154.4,205.1,1994.6,2004.8,1997.0,1996.9,124.6,189.6,267.3,260.0,14.0,44.2,59.4,57.6,78.5,54.0,133.4,133.0,78.3,43.7,34.6,5960.8,3364.4,2596.5,6075.3,3428.9,2646.3
Service - other,120,8,1023.1,1524.5,2008.1,2006.1,2008.9,2008.9,195.4,2407.5,1355.2,1232.2,45.5,644.9,1202.2,1130.4,29.5,50.2,566.9,555.7,248.8,198.3,50.5,18947.8,15115.0,3832.8,19311.6,15405.2,3906.4
Bulk carrier,63,52,189.4,306.7,2011.2,2011.0,2009.9,2009.9,71.9,122.2,119.3,119.6,8.0,24.5,60.5,61.4,65.0,68.0,66.5,67.9,31.3,16.0,15.2,2408.5,1237.5,1171.0,2454.7,1261.3,1193.4
Service - tug,43,8,10.2,7.4,1981.8,1980.1,1975.2,1974.0,302.5,796.4,946.9,1036.9,112.0,770.1,1697.5,1649.5,39.0,53.9,193.0,207.9,65.0,47.6,17.4,4879.7,3573.1,1306.6,4973.4,3641.7,1331.7
Miscellaneous - fishing,34,14,696.6,617.9,1988.0,1988.0,1991.0,1992.8,1211.4,11004.3,10189.3,10007.7,118.5,1089.2,2586.9,2809.3,134.5,424.1,696.1,607.3,344.7,267.1,77.7,25882.6,20052.4,5830.2,26379.6,20437.5,5942.1
Vehicle,21,21,235.8,77.5,2007.6,2007.6,2007.3,2007.1,167.0,193.8,194.0,195.0,14.0,15.7,17.1,17.2,3.0,9.8,9.6,9.6,14.0,12.1,1.8,1080.7,938.9,141.8,1101.5,957.0,144.5
Offshore,18,3,11.6,9.3,2014.0,2004.0,1993.9,1996.6,591.8,3475.4,1019.7,1101.8,168.0,1490.0,1710.0,2003.9,27.0,79.0,90.2,104.3,66.7,62.5,4.1,5008.1,4697.5,310.6,5104.3,4787.7,316.6
