Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1463,217,100724.4,108967.0,2004.5,2005.8,2007.6,2007.6,601.1,1927.4,1792.9,1762.6,47.0,125.7,235.2,234.4,23.0,29.8,29.7,29.7,12868.9,12119.1,749.9,995475.4,938046.0,57429.4,1014588.5,956056.4,58532.0
General cargo,1296,428,6812.7,7814.7,1994.3,1998.2,1999.1,1999.4,572.9,1020.0,1078.0,910.7,70.0,116.8,253.5,228.8,86.0,104.9,84.5,94.2,1688.5,1360.3,328.2,128991.7,104330.6,24661.1,131468.4,106333.8,25134.6
Bulk carrier,660,342,33580.3,60891.9,2004.1,2008.0,2009.9,2010.0,765.5,1999.0,2408.4,2505.9,77.5,220.1,447.3,455.6,103.5,138.1,157.1,158.3,3025.3,2728.0,297.4,233495.9,210717.5,22778.4,237979.0,214763.3,23215.8
Chemical tanker,379,131,4412.0,7224.1,2006.7,2007.5,2006.4,2006.5,673.4,1297.6,1138.4,1172.0,67.0,125.8,232.6,237.1,39.0,62.2,71.6,72.1,1120.9,802.0,318.8,86019.7,61794.5,24225.1,87671.3,62981.0,24690.3
Vehicle,186,40,12763.2,4368.1,2001.7,2003.4,2001.7,2001.2,678.4,2147.5,1584.4,1573.9,42.0,143.1,262.1,265.1,24.0,24.1,46.1,45.2,871.1,815.2,55.9,67457.6,63129.6,4328.0,68752.8,64341.7,4411.1
Oil tanker,165,46,6629.4,12344.1,2007.8,2009.0,2009.9,2010.0,312.2,1410.9,1443.5,1518.2,60.0,161.0,516.0,529.4,30.0,45.0,42.5,42.3,802.7,610.8,191.8,61904.5,47121.6,14782.9,63093.1,48026.4,15066.7
Ro-Ro,113,8,810.8,489.2,1984.2,1996.9,2000.2,2000.3,236.6,814.3,404.2,409.4,20.0,76.1,74.4,77.9,18.0,23.6,23.6,21.7,155.9,112.6,43.4,11965.5,8674.6,3291.0,12195.3,8841.1,3354.2
Cruise,109,29,1875.8,243.7,1987.0,2001.3,1997.2,1994.2,400.3,658.8,644.4,599.0,33.0,48.7,75.4,73.3,8.0,26.8,23.0,23.1,624.9,515.4,109.4,48345.6,39908.4,8437.2,49273.8,40674.6,8599.2
Offshore,83,20,822.9,685.1,2006.6,2004.2,2003.6,2004.1,207.2,1104.2,1185.8,1033.6,26.0,133.3,253.9,261.4,33.0,217.3,58.2,77.8,183.6,141.6,42.0,14023.9,10869.3,3154.6,14293.2,11078.0,3215.2
Liquefied gas tanker,43,25,5936.6,5068.8,2006.8,2006.5,2006.8,2006.3,973.2,2685.6,4140.2,3924.3,83.0,192.7,402.4,416.5,40.0,78.5,58.1,58.3,814.9,744.2,70.7,51532.1,46198.3,5333.8,52521.6,47085.3,5436.2
Service - other,27,8,187.0,247.9,1988.7,1991.2,1982.4,1982.4,208.8,1166.9,1836.8,1672.8,25.0,38.8,82.0,99.3,49.0,296.7,2734.7,2597.0,53.2,12.1,41.1,4068.4,918.0,3150.4,4146.5,935.6,3210.9
Service - tug,24,16,9.1,9.8,1991.4,1991.6,1996.6,1997.8,570.7,644.3,448.8,444.4,118.0,330.7,399.2,365.6,34.5,83.8,65.1,58.9,16.7,15.3,1.4,1255.3,1148.1,107.2,1279.4,1170.2,109.2
Ferry-RoPax,4,2,79.5,29.5,2001.0,2001.0,1997.3,1995.7,1475.7,2379.8,2663.8,3059.8,257.0,394.2,695.9,766.2,8.5,8.8,7.9,7.8,25.6,24.7,0.9,1955.1,1883.8,71.3,1992.7,1920.0,72.7
Refrigerated bulk,3,3,18.4,21.1,1993.3,1993.3,1992.8,1992.7,874.3,759.0,761.7,771.8,75.0,57.3,69.3,69.7,7.0,119.7,221.6,219.8,16.8,6.6,10.2,1270.4,503.9,766.6,1294.8,513.5,781.3
Miscellaneous - fishing,1,1,0.2,0.1,1968.0,1968.0,1968.0,1968.0,380.6,380.6,380.6,380.6,127.0,127.0,127.0,127.0,28.0,28.0,28.0,28.0,0.3,0.3,0.1,26.1,22.4,3.8,26.7,22.8,3.8
