Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-pax only,138,3,2.7,2.5,2004.2,2000.3,2003.7,1992.3,83.7,84.9,111.2,105.1,7.0,7.5,12.9,9.8,15.0,13.5,48.7,173.2,10.7,5.1,5.6,801.3,384.5,416.8,816.7,391.9,424.8
Bulk carrier,75,67,10774.0,20211.0,2010.8,2010.7,2010.2,2010.2,2579.2,2891.0,3020.3,3040.2,247.0,293.8,367.2,367.5,0.0,10.8,6.4,5.9,686.6,682.2,4.4,53170.8,52835.3,335.5,54191.7,53849.7,342.0
General cargo,64,16,372.0,535.0,2007.2,2005.5,2008.5,2008.7,271.0,1423.9,852.8,868.3,31.0,175.1,316.7,319.2,28.5,25.9,33.2,32.3,80.5,69.9,10.6,6174.3,5380.4,793.9,6292.8,5483.7,809.1
Oil tanker,45,41,23629.7,45358.8,2009.6,2009.7,2009.2,2009.2,2986.8,4231.3,4957.6,4999.2,265.0,422.5,901.5,913.2,0.0,2.1,1.1,1.1,1389.7,1387.6,2.1,107617.3,107453.7,163.5,109683.5,109516.9,166.7
Container,25,5,202.9,281.7,2002.2,2001.2,1999.4,1999.4,313.6,637.8,587.7,586.0,36.0,80.5,74.7,74.4,62.0,61.5,85.8,86.1,62.6,43.4,19.3,4781.6,3335.0,1446.6,4873.4,3399.0,1474.3
Chemical tanker,25,23,872.4,1430.6,2009.4,2009.5,2010.2,2010.2,1801.8,1710.6,1590.3,1578.8,227.0,207.7,226.8,225.9,0.0,18.3,15.7,15.1,159.9,150.5,9.4,12333.2,11622.1,711.1,12570.0,11845.2,724.8
Service - other,6,4,18.6,7.7,1989.3,1995.5,1996.4,1995.2,1238.1,1763.6,1001.1,1050.0,159.0,254.4,287.0,296.7,4.5,7.8,5.5,5.5,10.5,10.3,0.1,786.7,776.2,10.5,801.8,791.1,10.7
Ro-Ro,5,2,1.2,1.4,2008.2,2006.0,2007.6,2005.0,406.5,478.1,494.9,505.2,99.0,108.0,131.2,121.1,17.0,143.5,1711.7,1362.0,49.5,3.8,45.7,3714.7,283.2,3431.5,3786.0,288.6,3497.3
Miscellaneous - fishing,3,3,4.9,2.8,2012.7,2012.7,2012.4,2012.7,4012.6,3527.8,3505.8,3531.4,385.0,379.7,396.9,403.1,13.0,12.0,11.9,11.9,3.2,3.1,0.1,240.2,234.8,5.4,244.8,239.3,5.5
Liquefied gas tanker,3,3,635.0,557.2,2015.7,2015.7,2014.8,2014.9,2824.3,2746.3,2814.4,2801.6,218.0,247.3,219.1,223.8,0.0,0.0,0.0,0.0,56.2,56.2,0.0,3467.6,3467.6,0.0,3534.2,3534.2,0.0
Service - tug,2,2,1.0,1.7,1980.0,1980.0,1977.9,1976.9,970.9,970.9,1031.5,1185.1,581.5,581.5,596.3,603.8,27.5,27.5,13.2,6.0,1.5,1.5,0.0,115.8,112.5,3.3,118.0,114.6,3.4
