Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,550,170,54429.2,62323.0,2005.1,2006.0,2007.3,2007.2,1565.4,2180.8,2063.1,2044.1,114.5,153.4,199.2,200.0,29.5,53.7,51.7,51.4,6343.7,5923.0,420.6,490980.4,458584.7,32395.8,500407.3,467389.5,33017.8
Bulk carrier,545,504,112370.5,209594.4,2010.0,2010.0,2009.3,2009.3,3366.6,3752.2,4044.5,4066.2,313.0,354.6,467.4,468.3,44.0,81.2,87.5,87.5,7120.7,6875.0,245.7,551519.1,532503.3,19015.8,562108.2,542727.3,19380.9
Oil tanker,127,94,50110.9,95782.3,2006.8,2006.4,2008.5,2008.5,3331.6,4841.7,5364.4,5428.8,303.0,532.7,1004.0,1015.3,47.0,97.1,59.8,58.6,3688.0,3293.9,394.0,285064.5,254676.0,30388.5,290537.7,259565.8,30972.0
Liquefied gas tanker,93,60,31471.9,26648.1,2009.6,2010.5,2010.1,2010.2,3682.0,4326.0,4516.7,4493.1,275.0,312.0,349.5,354.4,29.0,35.6,34.9,34.9,3645.0,3536.3,108.8,226515.6,218243.5,8272.2,230864.7,222433.7,8431.0
General cargo,63,35,3084.0,3789.3,2003.5,2006.1,2001.4,2001.9,1839.4,3386.6,3661.9,3576.8,212.0,343.9,564.0,555.9,37.0,74.6,92.8,92.1,404.3,385.3,19.0,31125.8,29684.9,1440.9,31723.4,30254.8,1468.6
Chemical tanker,57,41,3709.8,6073.5,2008.7,2008.2,2008.6,2008.6,2915.6,2966.8,2722.5,2729.3,264.0,302.6,350.3,350.3,54.0,69.2,74.5,74.0,564.8,492.3,72.4,43699.1,38103.9,5595.2,44538.1,38835.5,5702.6
Refrigerated bulk,56,34,1156.3,1293.5,1993.1,1992.0,1992.9,1992.3,3476.8,6418.3,4493.6,4514.0,521.5,635.9,849.5,885.7,56.5,375.4,689.0,769.1,890.1,651.0,239.1,67438.5,49422.7,18015.8,68733.3,50371.6,18361.8
Miscellaneous - fishing,52,42,903.6,743.8,2002.7,2003.0,2003.5,2003.2,6228.8,10076.0,11967.1,13433.6,474.0,923.8,893.3,931.4,170.5,744.2,1709.7,1635.0,542.5,291.0,251.5,40756.9,21873.5,18883.4,41539.4,22293.5,19246.0
Cruise,40,19,1912.5,228.9,1995.9,1997.0,1999.0,1997.9,952.7,996.8,1002.0,1034.5,60.5,66.2,115.2,115.2,30.5,21.2,27.3,27.5,496.1,421.9,74.3,38422.3,32673.4,5748.9,39160.0,33300.8,5859.3
Vehicle,32,27,3879.9,1228.8,2006.4,2006.7,2009.6,2009.3,1564.7,1842.2,2075.3,2018.3,107.5,121.1,275.0,271.4,10.5,24.8,24.2,23.7,211.8,203.4,8.4,16409.8,15756.0,653.8,16724.9,16058.5,666.4
Service - tug,22,19,208.4,170.8,2004.5,2003.7,2010.4,2010.2,3264.6,3789.9,3867.4,4012.7,585.0,654.6,786.1,813.0,33.5,100.4,72.4,69.4,103.9,100.5,3.4,7947.0,7690.0,256.9,8099.5,7837.7,261.9
Offshore,18,17,1693.1,1336.8,2012.3,2012.0,2015.6,2015.5,3389.5,3756.9,5520.2,5446.9,355.0,386.2,422.2,434.2,288.5,848.3,151.6,213.2,293.5,255.6,37.9,19893.1,17047.5,2845.6,20275.1,17374.9,2900.2
Service - other,14,11,351.8,160.3,1995.6,1997.8,2002.3,2001.0,2891.8,7448.8,5331.3,4929.1,324.5,1053.6,1727.5,1403.3,54.0,161.4,487.6,437.0,129.1,107.6,21.5,9810.9,8155.9,1655.0,9999.3,8312.5,1686.8
Ro-Ro,1,1,121.5,61.8,2013.0,2013.0,2013.0,2013.0,5132.3,5132.3,5132.3,5132.3,310.0,310.0,310.0,310.0,4.0,4.0,4.0,4.0,24.0,23.9,0.1,1858.8,1854.9,3.9,1894.5,1890.5,4.0
